transaction_id,customer_id,transaction_date,amount
138,4303,2022-07-26,294.12
9616,641,30 May 2022,495.61
3048,1820,12/31/2024,217.31
1575,1210,07/16/2022,228.88
5477,1668,16-05-2024,39.96
5245,5078,07/02/2024,56.4
5571,2386,14 May 2024,295.82
5360,3890,11/27/2024,408.51
4843,513,29-04-2023,163.6
5778,3794,"Mar 05, 2022",95.0
9984,1277,20 Apr 2022,138.62
5621,4791,2022-09-27,120.33
690,1297,"Feb 27, 2023",288.14
1391,4602,25 Feb 2024,280.64
8553,3121,"Oct 18, 2022",180.32
590,3641,2024-06-13,84.37
782,3416,12/12/2023,392.08
2034,1166,21 Nov 2023,18.03
6392,2566,10/25/2022,93.04
8820,4652,12 Oct 2022,212.88
9905,1862,2022-09-11,13.45
10044,458,17-06-2022,111.53
4798,3487,06/15/2023,388.48
10130,3605,07/26/2022,11.35
3805,1449,2023-09-16,165.78
244,347,31-07-2024,86.9
581,1842,2022-08-18,18.86
8736,2729,"Oct 07, 2024",325.29
682,3643,11/17/2024,172.02
2329,138,28 Sep 2023,240.45
9013,203,2024-11-20,381.52
2838,2333,01 Sep 2022,497.52
4632,1453,18 Mar 2023,423.48
9967,4380,04-02-2024,116.78
290,4632,29-04-2022,303.38
551,3532,26 Jan 2023,447.43
5275,1183,2023-11-04,489.45
7268,4913,"Oct 27, 2024",161.46
1610,1848,12/05/2022,244.56
5592,3176,05/10/2024,118.88
2230,3519,11 Nov 2024,49.04
1760,2876,31-05-2022,475.07
9313,2573,"Aug 20, 2023",185.39
1369,1621,2024-04-03,83.83
1800,4303,04 Nov 2023,449.87
7022,4934,23-04-2024,29.38
9629,4813,25 Sep 2023,283.07
6717,3055,05-12-2024,43.8
1523,1927,2024-11-19,264.19
1975,1301,04/13/2024,55.26
1234,4995,05-06-2022,200.52
7199,5021,16-10-2023,425.95
9046,226,20-01-2024,418.91
4888,1176,01/26/2024,45.01
5665,623,2022-08-16,354.47
57,1672,01-10-2023,169.64
1594,1081,"Apr 20, 2022",253.37
9195,1855,03 Aug 2022,142.4
337,1774,03/18/2024,147.19
2585,5175,2022-02-11,201.04
5698,2084,18 Dec 2022,317.86
6027,3798,,306.12
7641,5069,10/26/2024,256.88
283,5051,"Dec 24, 2022",420.65
1684,361,08/02/2022,331.74
1524,4049,2024-08-21,403.77
3807,5167,18 Mar 2022,484.83
5580,1822,19 Jun 2022,479.37
7082,2941,"Jul 05, 2024",218.7
950,2467,"Sep 18, 2022",171.03
20,125,13-01-2022,147.54
3364,2454,27-07-2022,301.88
6189,4956,22-08-2023,492.87
6351,5096,28-07-2022,467.2
5806,2456,2022-06-11,351.69
2710,3712,11/02/2022,496.03
5451,971,"Dec 01, 2023",441.43
3142,2279,"May 09, 2022",489.22
1157,4669,10 Feb 2022,401.22
3376,966,07 Jan 2024,136.74
155,225,"Apr 29, 2023",303.21
1801,3018,03 Aug 2024,321.07
3703,1531,04 Jun 2022,196.27
910,3849,24 Jul 2024,383.52
1878,1543,11 Feb 2022,386.47
1756,3880,2024-06-28,431.98
6644,4883,04-06-2023,27.96
2733,4587,01 Mar 2024,480.71
8872,611,2022-03-12,137.91
4040,3717,25-01-2023,102.99
7488,2193,17 Jul 2024,465.22
7263,1198,"Dec 29, 2024",100.26
3550,1906,17-10-2023,256.7
2014,3236,11/10/2023,279.65
4148,1460,06/13/2024,367.45
9017,2858,"Mar 18, 2024",373.41
8936,3016,2022-02-13,277.17
7137,63,03/30/2023,397.86
2435,4902,23-12-2024,273.08
4595,1500,17-03-2022,18.38
3799,3567,2023-09-08,29.07
5070,3126,12 Jan 2025,115.4
373,46,16 Aug 2024,297.23
8900,2437,10/09/2023,330.63
742,3919,2024-04-27,67.04
2711,4776,10/07/2022,405.59
666,3264,"Dec 30, 2024",415.87
1303,463,03/06/2022,201.74
7095,708,17-04-2023,233.29
1353,3796,"Mar 03, 2022",278.62
8003,3175,"Aug 24, 2024",INVALID
2796,4058,"Oct 12, 2023",225.92
2520,4416,10/02/2022,327.3
8858,4361,29-05-2023,336.21
5381,3635,2022-08-21,266.07
3558,1586,16-12-2024,85.54
1307,2752,2022-05-01,332.43
6272,2307,26-12-2023,349.81
1906,3582,04/17/2024,199.57
8711,1457,"Sep 03, 2024",264.81
446,2646,08/14/2022,192.42
5128,1098,"Dec 21, 2022",142.47
3088,1625,03/26/2022,227.02
7532,3890,07/23/2022,63.08
1982,2553,21-11-2024,91.65
3930,381,27-10-2023,123.16
5485,1870,07/20/2023,269.74
1460,665,"May 09, 2024",100.93
3887,362,2023-04-01,391.36
614,2884,2023-09-04,378.13
1081,3288,01/28/2022,379.13
3137,3050,10/13/2024,337.0
8117,264,2022-06-18,285.58
8052,3676,22 Jan 2022,410.81
3441,4479,07/26/2022,275.11
5803,709,2024-01-25,419.59
6525,3550,"Dec 21, 2022",322.61
7670,4934,10/09/2023,341.23
1613,1128,13-07-2022,255.29
7987,1442,07/10/2022,252.18
4545,1243,03-01-2024,299.79
7140,4560,2023-01-25,490.47
5669,2246,04/24/2023,241.99
7554,935,"Sep 01, 2022",173.94
5779,2224,05-05-2022,217.59
8737,3788,11/19/2022,232.88
7444,1780,03-07-2024,243.88
5815,4691,31-05-2023,135.21
7453,296,"Jun 27, 2023",54.69
6658,4249,"Jul 28, 2024",393.64
5495,3694,06/05/2024,101.11
6016,1992,"Oct 01, 2022",438.11
6248,4815,08/19/2022,69.13
6471,3169,22-05-2024,104.47
10195,2765,26 Apr 2023,INVALID
7828,1424,17-12-2024,379.1
1085,1865,"May 12, 2023",165.1
3743,4588,2024-01-22,309.4
7448,99,09 Jun 2024,60.52
1236,2353,"Aug 08, 2024",387.71
8447,337,2023-10-18,368.85
4070,2997,"Dec 05, 2022",425.69
8789,323,03-11-2023,381.41
2604,2785,05/27/2022,
8664,3070,08-06-2022,399.33
3372,3213,31-03-2022,293.51
6940,830,2023-07-20,202.72
9731,2920,2022-05-07,292.79
4119,1369,03/22/2023,79.62
6879,2979,26 Mar 2023,98.95
8237,3550,2023-10-20,296.28
6406,113,16-02-2024,422.96
10250,3506,30 Sep 2023,313.64
7675,870,16 Oct 2024,76.43
668,4191,30 May 2023,318.34
2080,543,20 May 2024,90.06
8654,4260,,385.48
7639,5021,05 Nov 2024,222.0
5460,626,"Nov 09, 2022",453.86
7581,4054,2023-02-20,349.41
4030,496,05/31/2024,158.57
4182,751,09/29/2023,454.63
2041,1193,2023-02-20,449.55
7745,4212,10/31/2024,107.33
7844,3431,2023-09-03,225.95
8689,3720,2023-10-14,176.69
1743,1697,"Jan 16, 2024",101.0
5884,1787,16-07-2022,256.17
7081,2261,"Jul 01, 2024",265.09
7719,5194,03 Jul 2023,284.79
8518,382,03/05/2024,480.48
599,3699,12 Sep 2024,340.51
1621,4774,"Oct 22, 2024",250.82
263,4721,12/30/2023,240.99
6708,1914,01/05/2023,61.19
315,3042,05/23/2024,264.5
3294,2152,10 Aug 2022,296.93
1073,3741,"Mar 20, 2024",426.22
3900,91,09 Sep 2023,45.71
2259,4382,30 Sep 2022,105.14
3134,4145,08 Jun 2024,433.18
8178,1376,01-04-2022,289.23
3354,1910,"Jan 31, 2023",289.83
3675,5068,26 Feb 2023,240.02
1638,342,31-03-2023,199.85
2582,2064,31 Mar 2023,50.26
10230,3968,12 Feb 2023,461.48
5710,781,"Feb 24, 2022",185.4
2221,134,,255.86
680,4027,2022-03-12,378.73
8122,762,2022-01-17,215.08
9464,2408,14-11-2022,387.95
8767,3364,06-06-2022,92.15
6070,552,"Aug 27, 2022",478.73
508,2335,18 May 2023,162.44
6402,3507,20-08-2023,232.19
6603,2235,24-10-2022,437.73
98,2007,2024-12-16,390.46
9632,3221,03/22/2022,158.11
7635,724,17-11-2022,INVALID
6011,2908,25 Apr 2024,118.93
2362,1010,2024-01-31,435.71
2971,4577,17-05-2022,168.94
8768,1749,06/14/2024,373.42
8619,1300,10/25/2023,462.65
6026,3123,2022-08-22,207.58
7223,1183,26 Feb 2023,314.09
9110,548,08/10/2024,205.19
5493,3232,08/12/2023,345.77
7365,445,28 May 2024,434.52
6811,3951,31 Mar 2022,153.28
5764,4849,"Feb 20, 2022",118.87
6719,2084,2023-01-25,273.4
3646,1928,2023-12-04,449.89
1113,1839,2023-09-15,418.29
3345,4404,07/20/2022,256.79
6756,1546,11-04-2023,213.65
6883,4897,14-12-2023,134.54
4253,149,03 Dec 2022,134.27
6146,1364,2022-06-13,433.3
7071,3331,02-02-2024,278.46
8720,5020,2024-09-27,139.03
245,2470,"Jun 06, 2022",21.88
740,419,"Jan 16, 2023",166.24
6377,2015,26-01-2023,114.59
3802,2060,29 Mar 2022,446.59
6400,3559,"Oct 26, 2022",241.89
4330,3392,08-10-2022,332.15
5828,1861,08 May 2023,255.42
1964,3649,02 Dec 2022,455.5
7399,4262,09 Apr 2024,218.91
9551,2723,"Jul 27, 2022",154.71
7516,2614,04/04/2024,72.85
7576,5191,08 Oct 2022,199.8
8525,2865,"Jul 29, 2024",53.3
6862,157,01/24/2024,56.77
4454,135,08/30/2023,54.52
7787,772,"Nov 27, 2024",162.71
6960,1147,"Sep 23, 2022",199.43
5631,2324,05/25/2024,170.99
7573,748,,410.92
3247,3380,"Nov 26, 2023",281.38
3388,3455,2022-05-02,353.99
7879,2784,"Jan 21, 2023",406.36
4371,5005,05/03/2023,119.49
7937,75,"Feb 13, 2023",126.4
2395,878,17 May 2023,128.2
5422,450,"Jun 18, 2022",370.54
8018,4902,05/10/2022,119.3
2925,3576,2024-01-31,257.84
3594,4384,,440.71
3892,4672,25 Jul 2022,425.66
5004,1419,"Oct 11, 2022",257.77
4991,1170,2022-08-13,248.44
1267,5130,08/13/2024,161.77
5969,248,"Jul 28, 2023",333.65
7417,2075,19-11-2023,307.23
6020,4670,21 Jul 2022,231.37
3568,4548,,274.06
8070,988,19 May 2023,403.14
6669,767,"Mar 07, 2023",267.15
626,2737,08 Apr 2023,INVALID
2323,876,2022-08-09,139.5
1617,2373,23 Feb 2024,251.19
32,3822,"May 02, 2024",28.13
3453,2040,,352.45
8006,4578,05-03-2024,391.91
6021,4083,"Jul 12, 2023",131.9
4625,5046,08/11/2024,93.75
3879,579,08/13/2022,26.3
6184,3583,30 Mar 2024,357.55
1885,2388,2023-10-31,322.91
9123,4380,03-03-2024,455.19
5122,2893,03/03/2022,164.75
3109,3221,12/19/2023,152.02
2909,4158,2024-07-29,234.36
801,5060,09/20/2023,256.44
3335,225,22 Mar 2024,319.1
3056,571,10/18/2023,267.66
3819,4431,"Oct 14, 2024",469.09
9604,3503,06/24/2023,350.29
10231,4490,17-02-2024,INVALID
4522,3093,13 Aug 2024,385.32
9466,276,2022-05-23,296.01
9724,2736,29 May 2023,165.46
9929,5012,26-12-2024,426.33
1980,3571,03-04-2022,146.47
1101,742,09/01/2024,358.72
3820,2659,22-09-2024,62.5
828,1760,"Dec 19, 2024",100.23
610,1789,01/30/2023,113.54
1495,2460,"Oct 26, 2023",384.07
2469,1362,05/29/2024,140.41
1849,4271,2022-07-04,150.94
7529,770,16 Jul 2024,381.12
9621,274,"Jun 11, 2023",220.91
6421,4901,01-07-2023,396.9
3937,4882,29-01-2022,71.78
10494,1053,10/26/2022,66.83
9220,540,2024-12-18,136.73
8828,2989,23-05-2024,284.75
6852,2747,2023-06-09,488.64
7541,5039,13-09-2023,359.57
3321,3580,17 Jul 2024,99.68
8647,2301,2022-10-05,80.85
6225,3451,2023-03-24,439.44
7381,2826,06-02-2024,486.51
9909,4688,"Jul 28, 2022",306.11
10018,2787,2023-09-05,294.51
5863,336,10/31/2022,351.78
8552,3628,2023-10-28,366.72
8113,4810,01/27/2023,220.04
7614,1890,04/30/2023,174.6
3884,4486,"Aug 09, 2024",38.81
2215,1878,2022-01-13,29.87
8917,567,12 Dec 2022,371.32
8364,2963,06/30/2024,413.99
3139,4383,"Sep 19, 2024",203.23
3559,3666,2024-05-27,149.88
5808,2352,20 Jul 2024,284.58
2805,4032,2022-12-08,365.24
5411,312,2024-08-23,396.78
4111,2595,"Jan 13, 2022",444.2
2307,646,"Jul 22, 2022",123.44
1832,1041,16 Jul 2022,430.34
3269,2859,"Oct 13, 2023",270.53
10289,2454,2023-09-23,128.22
6999,3435,2024-06-01,418.28
161,4679,28-07-2024,218.99
6884,3373,2024-05-14,342.84
3295,4456,"Apr 01, 2022",386.45
803,1992,08-07-2023,88.6
787,2900,"Jan 26, 2022",416.32
6339,4946,"Dec 11, 2024",352.32
2004,1982,08/08/2024,432.23
8798,2992,23 Apr 2023,293.37
6463,2093,01/14/2024,292.01
8255,3564,"Dec 01, 2022",291.99
10467,1417,12/04/2023,295.55
8673,2190,20-05-2024,466.38
5373,3823,2022-03-10,412.52
5894,2644,02-04-2022,425.6
3540,2059,03-12-2023,122.12
3654,3348,2024-08-14,434.51
7483,1305,06 Jul 2024,200.07
7195,1802,02/08/2023,321.16
5093,3119,24-09-2024,287.52
7154,3721,22-03-2022,151.04
9205,3402,07-01-2024,72.45
220,1794,2022-10-04,176.52
307,4482,14 Jul 2023,214.89
9862,1811,28-08-2024,50.4
3554,3010,"May 03, 2022",149.75
10375,3754,2022-09-08,328.13
9443,2760,08/14/2024,86.05
3001,2899,28 Dec 2024,96.89
1647,2068,12-05-2022,116.23
7270,5093,2023-08-28,407.83
1826,1750,2024-05-16,102.45
1963,168,22-06-2023,250.57
6950,3784,"May 09, 2024",53.31
47,4751,2023-08-11,165.49
7941,3117,"Aug 12, 2023",304.11
2363,2664,08/14/2023,488.85
3292,3829,13-11-2024,70.92
16,4691,24-07-2023,362.42
9564,2019,"Jun 14, 2024",208.59
2608,2909,01/21/2022,105.22
3709,4182,06/17/2022,164.03
9082,763,05/30/2022,314.5
3772,4603,06 Sep 2023,358.57
670,1017,2022-11-27,60.78
8971,2121,"Mar 24, 2022",66.5
6462,1638,11/01/2024,351.97
883,3118,2024-04-20,299.21
441,1727,16 Aug 2024,136.52
350,428,2024-01-27,77.12
9491,699,27-07-2023,22.01
298,3488,07 Nov 2023,352.64
9670,1787,07/17/2023,46.05
7346,2830,03/10/2022,118.1
3446,3390,10 Aug 2023,263.32
2594,3369,,398.13
9858,3567,05/30/2023,419.06
3886,3599,2024-12-25,243.98
8360,4675,"Mar 31, 2022",371.06
9356,2872,05/09/2023,317.58
3670,1842,04/09/2022,493.52
7909,453,16 Apr 2024,93.35
293,4004,01/20/2023,277.34
8470,3685,15-04-2024,226.07
7794,824,"Apr 02, 2022",64.72
8102,2116,2023-01-26,57.86
440,2204,2024-04-29,54.47
6822,4210,04/16/2024,105.22
8987,2788,05 Mar 2022,66.99
3306,4899,"Aug 01, 2022",412.64
2871,1201,29-01-2023,431.45
7682,4564,"Jun 20, 2023",190.99
2730,1828,2023-11-09,154.27
499,1927,06/20/2024,190.87
2340,1116,05-02-2022,208.22
2509,4479,08 Jul 2024,49.28
6244,1059,03/27/2023,368.16
5563,635,11-05-2024,39.67
9052,4405,"Aug 28, 2022",441.18
4364,3872,"Nov 19, 2022",402.17
6844,3505,07/08/2023,412.76
8516,403,"Mar 24, 2024",354.7
2096,183,"Feb 27, 2022",222.6
10182,4981,01/17/2023,229.17
8159,5080,02/01/2022,356.27
7971,1159,"Oct 23, 2024",424.76
15,4381,"Feb 09, 2023",237.12
7141,4906,29-10-2023,381.99
4982,2649,07 Nov 2024,320.96
1952,3094,"Aug 12, 2022",92.51
4736,1938,2023-05-15,17.14
10384,2813,"Jan 16, 2023",196.26
7802,2818,11/29/2024,64.39
4331,2032,09/28/2024,156.28
3217,2277,"Jun 16, 2024",39.55
10346,3958,"Dec 31, 2022",229.93
5832,3202,01/03/2024,365.8
1090,1657,,139.69
3758,895,,490.72
5116,2500,08/17/2022,373.53
3677,3009,03/04/2024,388.77
7302,3620,"May 06, 2024",21.78
1895,3085,29-12-2023,408.43
7954,4368,04/01/2023,420.6
4245,2226,2024-06-22,18.28
9250,2044,2024-03-16,422.6
840,4031,08 Oct 2024,148.5
5479,2963,09/10/2024,198.29
9480,1923,19-04-2023,236.39
426,2235,18-06-2024,442.95
5144,1040,2022-02-07,114.81
7070,1520,"Nov 01, 2024",200.38
6902,1901,02/03/2024,184.54
1041,4052,"Jul 02, 2023",419.99
7956,1776,2023-02-18,234.8
5082,3898,2022-07-26,306.41
4866,919,01 Dec 2023,33.63
8581,1961,06-08-2024,298.38
5521,3886,04/06/2023,108.01
8932,4179,11 May 2022,233.19
139,3496,08/16/2024,149.78
1696,3738,2022-11-16,412.15
10253,4439,30-12-2023,267.12
1498,1398,"Sep 06, 2022",30.92
9141,2990,20-02-2022,31.7
9041,1982,2024-02-12,35.42
1701,4754,09 Dec 2023,206.87
8145,2218,"Jan 27, 2022",86.1
9892,2922,06-03-2024,484.31
3945,1401,04-08-2022,43.09
7546,3760,05 Oct 2022,315.83
8934,1160,"Mar 07, 2024",433.77
2702,1017,17 May 2024,36.17
4033,297,11-05-2024,226.08
10442,2827,16-12-2024,471.61
2428,96,29-09-2024,459.92
8749,781,"Oct 11, 2022",202.82
10201,3578,10-10-2023,112.46
3395,3637,2024-06-24,15.69
344,3879,01 Nov 2022,112.56
743,684,12/18/2023,243.26
4951,2857,2024-06-23,259.73
6039,3416,11 Sep 2022,205.1
102,967,03/10/2023,49.94
8571,2101,12/01/2022,429.85
1946,4293,2023-04-24,177.72
1118,171,06/03/2023,430.19
5110,1182,22-08-2023,55.49
9414,195,"Oct 16, 2022",332.51
4024,3422,28-05-2023,422.3
10084,2174,11/18/2023,225.58
6707,1207,2022-11-25,334.65
6554,144,"Jul 02, 2023",239.64
7596,2769,06 Oct 2024,147.1
9572,2540,23-02-2024,301.8
9619,3946,2022-10-29,459.53
5970,158,"Oct 04, 2023",234.25
8085,2282,2024-12-11,499.6
5099,2289,"Sep 02, 2023",374.31
7838,605,10/20/2023,223.56
9664,1583,"Nov 26, 2022",270.12
8816,2539,11-03-2024,90.83
2703,3036,11/29/2023,231.25
10052,1895,"Apr 29, 2022",298.2
5109,1080,08/01/2024,100.0
5680,2584,21-10-2022,438.53
9474,1312,26-05-2023,401.63
8432,2686,12/11/2024,178.43
6536,2900,02/26/2022,379.22
5813,2747,14 Apr 2022,400.1
9505,644,2022-07-17,147.64
6760,639,07 Sep 2023,10.73
9948,4651,10 Apr 2024,372.98
3166,1144,07/18/2022,36.22
5095,620,27-02-2022,330.99
4510,1576,2024-08-15,455.3
4713,2376,"Nov 09, 2023",164.86
4961,705,2022-12-17,328.82
10466,2341,15 Dec 2022,14.71
3708,3777,"Aug 24, 2023",186.99
1294,1170,2022-12-24,226.59
3113,4081,13-04-2024,309.49
2213,4748,"Feb 18, 2022",134.53
6269,4838,2024-04-22,476.39
9369,2317,2022-01-26,18.69
9181,2113,26-02-2023,155.56
644,1961,"Oct 30, 2023",95.85
4107,2170,2024-06-24,328.83
6557,3605,12 Sep 2024,335.84
2086,3766,2023-08-18,407.73
5871,2013,27 Feb 2024,113.52
3019,2768,07/24/2023,260.0
3284,3892,"Jul 10, 2024",19.3
5694,3067,2023-10-14,349.29
5426,80,10-10-2022,116.62
7644,2527,2024-09-17,78.57
5146,80,"Jan 19, 2024",255.1
2067,1257,2024-02-16,467.14
8811,1889,28-08-2023,402.41
8345,3351,23 Jul 2024,192.57
8477,3333,02 Feb 2022,373.3
137,4622,20 Oct 2022,263.66
4284,1489,22-11-2023,124.26
152,2283,05 May 2023,79.09
6329,3840,,34.1
1251,809,20 Feb 2023,234.04
9306,2862,2022-04-08,360.59
3742,4122,"Jan 23, 2022",89.85
4876,3194,20 Sep 2024,145.7
5988,2168,2024-03-14,147.5
6691,5141,01/22/2022,140.83
5639,2018,2022-07-22,203.12
444,5171,2024-09-19,101.35
7364,1172,09 Jun 2022,411.03
1172,3306,01 Apr 2024,291.26
4910,4996,2024-10-20,493.18
4506,926,19-08-2024,194.08
3252,4460,01/25/2023,16.43
8385,2811,27 Sep 2023,489.2
1335,3183,12 Jun 2023,499.58
2475,4869,2022-04-11,271.1
4629,3541,20-09-2023,90.37
2070,2189,"Sep 25, 2022",80.54
7915,1686,01 Jul 2023,143.84
2786,2288,2024-04-20,49.25
5582,2664,"Apr 28, 2024",137.45
3542,3524,2023-10-21,179.4
4914,186,31 Dec 2022,371.57
9930,2435,30 Mar 2022,393.1
4257,736,12 Jul 2024,83.34
8067,1407,08-04-2022,66.31
9627,995,"Sep 20, 2024",200.4
9712,2108,"Jun 27, 2024",136.49
10291,3605,2022-09-12,480.51
347,5038,28 Aug 2023,81.78
4697,4877,24-10-2024,234.07
7619,5093,2023-06-10,372.4
50,2123,13-01-2022,487.89
8764,4350,07-01-2023,388.97
5053,5197,10 Nov 2024,462.56
2218,624,19 Nov 2023,403.17
3264,4348,"Feb 03, 2023",477.4
2094,2286,10/18/2022,405.03
1953,3310,28-01-2022,111.49
8587,3227,01-04-2024,251.78
5131,2874,15 Jul 2024,64.85
1500,3782,09/04/2022,168.94
8224,309,18 Dec 2023,383.39
1471,1441,29 Jun 2024,487.35
9,225,18 Apr 2022,177.06
435,4795,08/23/2022,198.98
5262,736,2022-08-09,364.47
10214,1360,10-12-2022,47.42
4341,3694,01-03-2024,149.69
8964,3130,"Oct 10, 2023",12.36
5098,2080,09 Jul 2024,164.94
8469,2518,"Sep 13, 2023",155.45
807,3196,02/23/2023,347.02
3424,4187,03/28/2024,56.25
5175,1785,02-07-2022,10.97
1492,540,05/05/2023,288.91
3947,4279,2023-07-15,290.7
9128,4159,,476.65
606,4021,22 Sep 2024,494.94
8236,183,29 Feb 2024,437.37
8776,4008,2024-11-29,362.98
4583,4079,16 Apr 2024,226.7
8467,2628,10-07-2024,119.49
1672,3904,2022-07-05,95.54
3482,1114,2022-05-05,156.37
4309,4824,24 Jun 2023,372.17
7025,2697,07/26/2022,158.16
7481,4861,"Feb 02, 2024",387.53
10185,40,08/05/2023,420.37
10222,1211,01/05/2024,331.75
3275,2735,"Mar 13, 2022",107.49
3011,1122,27 Apr 2023,468.24
4,2850,,469.24
4220,2005,03/09/2024,42.67
417,86,06-07-2024,116.59
9855,713,2022-09-13,66.75
9945,4223,11/25/2023,112.56
110,3850,09/16/2023,374.0
7727,4704,21-04-2022,231.1
8008,2280,03-01-2023,275.23
5269,3066,01 Apr 2023,15.65
4835,307,12 Aug 2024,261.36
3831,443,03/22/2022,346.5
1568,4130,11/13/2022,148.4
5335,2272,29 Jun 2024,297.48
4998,1732,2024-11-06,464.02
4477,4373,2023-11-05,148.06
8727,22,09/07/2024,416.73
7355,4733,16 Nov 2023,151.11
2108,3435,2024-02-21,287.62
297,668,2022-10-23,461.4
3015,4781,"Dec 23, 2024",258.16
1063,327,03 Oct 2023,180.18
733,1557,,369.34
1971,4908,23 Jul 2023,270.16
5279,722,2022-04-03,173.12
117,3296,09/27/2023,351.5
4382,4550,"Nov 09, 2023",470.56
4325,5031,"Apr 16, 2024",152.09
3699,1088,2024-09-16,221.49
5075,261,12/26/2024,301.33
1721,4257,11/17/2024,60.87
4745,796,"Mar 15, 2022",283.4
10232,4996,17-11-2024,79.04
6747,1028,19-01-2022,272.65
4953,2010,20 Feb 2022,112.4
7108,29,25-08-2024,484.52
6478,1153,08-04-2022,214.42
5344,1528,01 Feb 2022,131.1
1799,3523,28 Jun 2022,20.06
9155,4797,21 Apr 2023,176.83
1549,1216,03/25/2024,315.57
4112,1749,24-04-2022,362.01
7336,773,28-04-2023,58.2
10240,850,07/09/2023,246.07
4606,2275,12/29/2023,291.93
4431,1798,06/17/2022,106.66
5652,1097,29 Jun 2024,476.18
10338,3937,08/07/2024,277.12
2178,2651,2022-05-28,230.31
2698,4508,06 Jun 2023,370.96
4822,4757,15-07-2022,157.14
1240,4813,"Dec 26, 2024",376.45
3348,579,"Apr 07, 2024",485.55
9921,860,05/21/2024,277.59
9311,3854,"Apr 18, 2024",63.94
7366,1036,09 Jul 2024,377.84
6375,1019,19-01-2023,24.43
5452,2263,"Nov 09, 2023",456.92
572,1522,27 Sep 2023,145.66
3821,4042,"Nov 10, 2023",318.18
9647,449,23 Dec 2024,171.34
3061,1174,09/23/2024,440.55
2303,780,07 Jun 2024,487.57
8523,1568,01/12/2023,282.69
4918,3648,11/17/2022,239.33
6238,3181,28 Dec 2023,263.3
6541,4082,16-06-2024,323.71
2867,975,03-03-2023,232.25
857,53,01/20/2024,315.61
7097,2963,13-08-2024,208.5
6979,655,04 Nov 2023,496.8
8884,3959,2024-08-18,223.39
86,2000,2024-04-16,171.06
3123,2678,,77.75
3590,2285,02/21/2023,134.51
2660,2767,,214.95
1064,3607,09-01-2025,427.59
1831,581,08-02-2022,81.6
2431,3686,01/07/2024,447.62
7138,3578,01/25/2024,151.74
2528,697,20-04-2024,277.43
356,3887,15 Jul 2024,183.95
6636,4646,2022-08-15,327.05
6435,1286,21 Aug 2023,362.11
420,1566,05-10-2022,376.23
1147,3905,,435.11
4381,3862,"Mar 23, 2024",482.28
8227,3731,14 May 2022,114.01
2282,4050,23 May 2024,281.26
2229,1641,01/28/2022,16.96
6846,591,03 Sep 2023,192.42
5057,4572,19-05-2024,242.59
9026,3738,"May 15, 2024",225.13
7817,257,31 May 2023,462.67
9540,3314,2022-08-06,482.1
3235,2526,2023-05-06,315.22
5107,1186,12/28/2023,414.28
7782,2877,29 Dec 2023,63.87
10274,1986,"Oct 12, 2024",216.75
3341,4790,"Aug 14, 2023",229.8
10208,4245,,192.25
9744,1863,2023-01-19,363.53
4125,1444,11/03/2024,222.14
1447,1451,"Oct 24, 2023",192.96
4811,428,"Jun 14, 2022",269.26
5896,1139,07/28/2024,415.93
7341,1508,01/18/2022,221.23
6075,2462,04-08-2022,67.92
5488,2472,"Jun 16, 2023",256.59
6300,36,24 Dec 2022,43.25
3409,4319,05 Jun 2023,228.14
8554,5025,27 Jun 2022,315.49
8520,2190,2023-06-27,283.84
9330,3158,12/21/2023,255.48
4486,4207,"Feb 12, 2022",30.56
9516,3393,27-06-2023,10.67
8807,4007,"Jan 17, 2024",38.32
1784,1334,06 Jul 2022,29.51
3274,988,2023-11-08,285.02
380,2073,2022-07-06,144.35
7666,3253,09-04-2023,51.96
2789,3341,21-11-2024,389.09
7738,2965,18 Dec 2024,326.51
3644,1552,02/14/2022,192.61
1086,2506,2023-12-22,59.64
2059,2676,05/09/2022,149.61
7845,819,10 Jun 2022,474.34
431,2858,04-07-2022,388.46
450,65,"Oct 31, 2022",87.79
8740,1970,2023-05-24,334.97
4715,4217,03/12/2023,405.04
5284,2865,"Apr 03, 2022",283.58
5895,2480,"Oct 13, 2023",289.79
9374,4264,"Nov 12, 2022",382.52
9191,4248,28 Jun 2023,434.61
7429,899,2023-09-21,242.84
10097,708,2024-10-16,79.72
3087,3746,11-12-2023,346.87
8472,818,"Dec 31, 2024",447.91
7823,1151,2023-07-01,424.47
6048,4491,"Jan 15, 2022",131.49
7768,262,"May 15, 2022",301.98
6310,4647,2023-03-23,140.02
2790,5158,07 Nov 2023,265.69
6654,379,08-12-2023,128.88
556,3054,2024-12-20,28.76
2943,2199,15 Oct 2024,133.09
5773,3572,23-10-2023,436.45
747,4766,2023-12-18,220.58
8148,3014,09 Jun 2024,13.59
385,1424,"Jun 25, 2023",241.99
3916,3392,02-09-2022,260.11
6692,3493,03 Apr 2023,261.07
4895,3702,"Mar 24, 2023",450.37
3809,1130,19-09-2023,274.69
10463,1983,"Jun 17, 2022",94.43
7019,976,08-01-2024,208.06
10464,751,19-12-2024,395.03
9227,5004,05/17/2022,268.47
1349,4342,03 Apr 2023,110.9
7259,507,"Oct 21, 2024",11.01
10082,3416,11/27/2023,411.05
3189,4723,04-02-2024,335.81
3318,3974,02 Jul 2023,245.15
7539,1922,"Oct 09, 2024",105.44
2030,1206,06/23/2023,230.47
8110,4271,15-05-2023,334.12
4533,4080,03/06/2023,242.34
